shard,image,label
train-00000-of-00009.parquet,images/0098.png,masks/0098.png
train-00000-of-00009.parquet,images/0099.png,masks/0099.png
train-00000-of-00009.parquet,images/0100.png,masks/0100.png
train-00000-of-00009.parquet,images/0101.png,masks/0101.png
train-00000-of-00009.parquet,images/0102.png,masks/0102.png
train-00000-of-00009.parquet,images/0103.png,masks/0103.png
train-00000-of-00009.parquet,images/0104.png,masks/0104.png
train-00000-of-00009.parquet,images/0105.png,masks/0105.png
train-00000-of-00009.parquet,images/0106.png,masks/0106.png
train-00000-of-00009.parquet,images/0107.png,masks/0107.png
train-00000-of-00009.parquet,images/0108.png,masks/0108.png
train-00000-of-00009.parquet,images/0109.png,masks/0109.png
train-00000-of-00009.parquet,images/0110.png,masks/0110.png
train-00000-of-00009.parquet,images/0111.png,masks/0111.png
train-00000-of-00009.parquet,images/0112.png,masks/0112.png
train-00000-of-00009.parquet,images/0113.png,masks/0113.png
train-00000-of-00009.parquet,images/0114.png,masks/0114.png
train-00000-of-00009.parquet,images/0115.png,masks/0115.png
train-00000-of-00009.parquet,images/0116.png,masks/0116.png
train-00000-of-00009.parquet,images/0117.png,masks/0117.png
train-00000-of-00009.parquet,images/0118.png,masks/0118.png
train-00000-of-00009.parquet,images/0119.png,masks/0119.png
train-00000-of-00009.parquet,images/0120.png,masks/0120.png
train-00000-of-00009.parquet,images/0121.png,masks/0121.png
train-00000-of-00009.parquet,images/0122.png,masks/0122.png
train-00000-of-00009.parquet,images/0123.png,masks/0123.png
train-00000-of-00009.parquet,images/0124.png,masks/0124.png
train-00000-of-00009.parquet,images/0125.png,masks/0125.png
train-00000-of-00009.parquet,images/0126.png,masks/0126.png
train-00000-of-00009.parquet,images/0127.png,masks/0127.png
train-00000-of-00009.parquet,images/0128.png,masks/0128.png
train-00000-of-00009.parquet,images/0129.png,masks/0129.png
train-00000-of-00009.parquet,images/0130.png,masks/0130.png
train-00000-of-00009.parquet,images/0131.png,masks/0131.png
train-00000-of-00009.parquet,images/0132.png,masks/0132.png
train-00000-of-00009.parquet,images/0133.png,masks/0133.png
train-00000-of-00009.parquet,images/0134.png,masks/0134.png
train-00000-of-00009.parquet,images/0135.png,masks/0135.png
train-00000-of-00009.parquet,images/0136.png,masks/0136.png
train-00000-of-00009.parquet,images/0137.png,masks/0137.png
train-00000-of-00009.parquet,images/0138.png,masks/0138.png
train-00000-of-00009.parquet,images/0139.png,masks/0139.png
train-00000-of-00009.parquet,images/0140.png,masks/0140.png
train-00000-of-00009.parquet,images/0141.png,masks/0141.png
train-00000-of-00009.parquet,images/0142.png,masks/0142.png
train-00000-of-00009.parquet,images/0143.png,masks/0143.png
train-00000-of-00009.parquet,images/0144.png,masks/0144.png
train-00000-of-00009.parquet,images/0145.png,masks/0145.png
train-00000-of-00009.parquet,images/0146.png,masks/0146.png
train-00000-of-00009.parquet,images/0147.png,masks/0147.png
train-00000-of-00009.parquet,images/0148.png,masks/0148.png
train-00000-of-00009.parquet,images/0149.png,masks/0149.png
train-00000-of-00009.parquet,images/0150.png,masks/0150.png
train-00000-of-00009.parquet,images/0151.png,masks/0151.png
train-00000-of-00009.parquet,images/0152.png,masks/0152.png
train-00000-of-00009.parquet,images/0153.png,masks/0153.png
train-00000-of-00009.parquet,images/0154.png,masks/0154.png
train-00000-of-00009.parquet,images/0155.png,masks/0155.png
train-00000-of-00009.parquet,images/0156.png,masks/0156.png
train-00000-of-00009.parquet,images/0157.png,masks/0157.png
train-00000-of-00009.parquet,images/0158.png,masks/0158.png
train-00000-of-00009.parquet,images/0159.png,masks/0159.png
train-00000-of-00009.parquet,images/0160.png,masks/0160.png
train-00000-of-00009.parquet,images/0161.png,masks/0161.png
train-00000-of-00009.parquet,images/0162.png,masks/0162.png
train-00000-of-00009.parquet,images/0163.png,masks/0163.png
train-00000-of-00009.parquet,images/0164.png,masks/0164.png
train-00000-of-00009.parquet,images/0165.png,masks/0165.png
train-00000-of-00009.parquet,images/0166.png,masks/0166.png
train-00000-of-00009.parquet,images/0167.png,masks/0167.png
train-00000-of-00009.parquet,images/0168.png,masks/0168.png
train-00000-of-00009.parquet,images/0169.png,masks/0169.png
train-00000-of-00009.parquet,images/0170.png,masks/0170.png
train-00000-of-00009.parquet,images/0171.png,masks/0171.png
train-00000-of-00009.parquet,images/0172.png,masks/0172.png
train-00000-of-00009.parquet,images/0173.png,masks/0173.png
train-00000-of-00009.parquet,images/0174.png,masks/0174.png
train-00000-of-00009.parquet,images/0175.png,masks/0175.png
train-00000-of-00009.parquet,images/0176.png,masks/0176.png
train-00000-of-00009.parquet,images/0177.png,masks/0177.png
train-00000-of-00009.parquet,images/0178.png,masks/0178.png
train-00000-of-00009.parquet,images/0179.png,masks/0179.png
train-00000-of-00009.parquet,images/0180.png,masks/0180.png
train-00000-of-00009.parquet,images/0181.png,masks/0181.png
train-00000-of-00009.parquet,images/0182.png,masks/0182.png
train-00000-of-00009.parquet,images/0183.png,masks/0183.png
train-00000-of-00009.parquet,images/0184.png,masks/0184.png
train-00000-of-00009.parquet,images/0185.png,masks/0185.png
train-00000-of-00009.parquet,images/0186.png,masks/0186.png
train-00000-of-00009.parquet,images/0187.png,masks/0187.png
train-00000-of-00009.parquet,images/0188.png,masks/0188.png
train-00000-of-00009.parquet,images/0189.png,masks/0189.png
train-00000-of-00009.parquet,images/0190.png,masks/0190.png
train-00000-of-00009.parquet,images/0191.png,masks/0191.png
train-00000-of-00009.parquet,images/0192.png,masks/0192.png
train-00000-of-00009.parquet,images/0193.png,masks/0193.png
train-00000-of-00009.parquet,images/0194.png,masks/0194.png
train-00000-of-00009.parquet,images/0195.png,masks/0195.png
train-00000-of-00009.parquet,images/0196.png,masks/0196.png
train-00000-of-00009.parquet,images/0197.png,masks/0197.png
train-00000-of-00009.parquet,images/0198.png,masks/0198.png
train-00000-of-00009.parquet,images/0199.png,masks/0199.png
train-00000-of-00009.parquet,images/0200.png,masks/0200.png
train-00000-of-00009.parquet,images/0201.png,masks/0201.png
train-00000-of-00009.parquet,images/0202.png,masks/0202.png
train-00000-of-00009.parquet,images/0203.png,masks/0203.png
train-00000-of-00009.parquet,images/0204.png,masks/0204.png
train-00000-of-00009.parquet,images/0205.png,masks/0205.png
train-00000-of-00009.parquet,images/0206.png,masks/0206.png
train-00000-of-00009.parquet,images/0207.png,masks/0207.png
train-00000-of-00009.parquet,images/0208.png,masks/0208.png
train-00000-of-00009.parquet,images/0209.png,masks/0209.png
train-00000-of-00009.parquet,images/0210.png,masks/0210.png
train-00000-of-00009.parquet,images/0211.png,masks/0211.png
train-00000-of-00009.parquet,images/0212.png,masks/0212.png
train-00000-of-00009.parquet,images/0213.png,masks/0213.png
train-00000-of-00009.parquet,images/0214.png,masks/0214.png
train-00000-of-00009.parquet,images/0215.png,masks/0215.png
train-00000-of-00009.parquet,images/0216.png,masks/0216.png
train-00000-of-00009.parquet,images/0217.png,masks/0217.png
train-00000-of-00009.parquet,images/0218.png,masks/0218.png
train-00000-of-00009.parquet,images/0219.png,masks/0219.png
train-00000-of-00009.parquet,images/0220.png,masks/0220.png
train-00000-of-00009.parquet,images/0221.png,masks/0221.png
train-00000-of-00009.parquet,images/0222.png,masks/0222.png
train-00000-of-00009.parquet,images/0223.png,masks/0223.png
train-00000-of-00009.parquet,images/0224.png,masks/0224.png
train-00000-of-00009.parquet,images/0225.png,masks/0225.png
train-00000-of-00009.parquet,images/0226.png,masks/0226.png
train-00000-of-00009.parquet,images/0227.png,masks/0227.png
train-00000-of-00009.parquet,images/0228.png,masks/0228.png
train-00000-of-00009.parquet,images/0229.png,masks/0229.png
train-00000-of-00009.parquet,images/0230.png,masks/0230.png
train-00000-of-00009.parquet,images/0231.png,masks/0231.png
train-00000-of-00009.parquet,images/0232.png,masks/0232.png
train-00000-of-00009.parquet,images/0233.png,masks/0233.png
train-00000-of-00009.parquet,images/0234.png,masks/0234.png
train-00000-of-00009.parquet,images/0235.png,masks/0235.png
train-00000-of-00009.parquet,images/0236.png,masks/0236.png
train-00000-of-00009.parquet,images/0237.png,masks/0237.png
train-00000-of-00009.parquet,images/0238.png,masks/0238.png
train-00000-of-00009.parquet,images/0239.png,masks/0239.png
train-00000-of-00009.parquet,images/0240.png,masks/0240.png
train-00000-of-00009.parquet,images/0241.png,masks/0241.png
train-00000-of-00009.parquet,images/0242.png,masks/0242.png
train-00000-of-00009.parquet,images/0243.png,masks/0243.png
train-00000-of-00009.parquet,images/0244.png,masks/0244.png
train-00000-of-00009.parquet,images/0245.png,masks/0245.png
train-00000-of-00009.parquet,images/0246.png,masks/0246.png
train-00000-of-00009.parquet,images/0247.png,masks/0247.png
train-00000-of-00009.parquet,images/0248.png,masks/0248.png
train-00000-of-00009.parquet,images/0249.png,masks/0249.png
train-00000-of-00009.parquet,images/0250.png,masks/0250.png
train-00000-of-00009.parquet,images/0251.png,masks/0251.png
train-00000-of-00009.parquet,images/0252.png,masks/0252.png
train-00000-of-00009.parquet,images/0253.png,masks/0253.png
train-00000-of-00009.parquet,images/0254.png,masks/0254.png
train-00000-of-00009.parquet,images/0255.png,masks/0255.png
train-00000-of-00009.parquet,images/0256.png,masks/0256.png
train-00000-of-00009.parquet,images/0257.png,masks/0257.png
train-00000-of-00009.parquet,images/0258.png,masks/0258.png
train-00000-of-00009.parquet,images/0259.png,masks/0259.png
train-00000-of-00009.parquet,images/0260.png,masks/0260.png
train-00000-of-00009.parquet,images/0261.png,masks/0261.png
train-00000-of-00009.parquet,images/0262.png,masks/0262.png
train-00000-of-00009.parquet,images/0263.png,masks/0263.png
train-00000-of-00009.parquet,images/0264.png,masks/0264.png
train-00000-of-00009.parquet,images/0265.png,masks/0265.png
train-00000-of-00009.parquet,images/0266.png,masks/0266.png
train-00000-of-00009.parquet,images/0267.png,masks/0267.png
train-00000-of-00009.parquet,images/0268.png,masks/0268.png
train-00000-of-00009.parquet,images/0269.png,masks/0269.png
train-00000-of-00009.parquet,images/0270.png,masks/0270.png
train-00000-of-00009.parquet,images/0271.png,masks/0271.png
train-00000-of-00009.parquet,images/0272.png,masks/0272.png
train-00000-of-00009.parquet,images/0273.png,masks/0273.png
train-00000-of-00009.parquet,images/0274.png,masks/0274.png
train-00000-of-00009.parquet,images/0275.png,masks/0275.png
train-00000-of-00009.parquet,images/0276.png,masks/0276.png
train-00000-of-00009.parquet,images/0277.png,masks/0277.png
train-00000-of-00009.parquet,images/0278.png,masks/0278.png
train-00000-of-00009.parquet,images/0279.png,masks/0279.png
train-00000-of-00009.parquet,images/0280.png,masks/0280.png
train-00001-of-00009.parquet,images/0281.png,masks/0281.png
train-00001-of-00009.parquet,images/0282.png,masks/0282.png
train-00001-of-00009.parquet,images/0283.png,masks/0283.png
train-00001-of-00009.parquet,images/0284.png,masks/0284.png
train-00001-of-00009.parquet,images/0285.png,masks/0285.png
train-00001-of-00009.parquet,images/0286.png,masks/0286.png
train-00001-of-00009.parquet,images/0287.png,masks/0287.png
train-00001-of-00009.parquet,images/0288.png,masks/0288.png
train-00001-of-00009.parquet,images/0289.png,masks/0289.png
train-00001-of-00009.parquet,images/0290.png,masks/0290.png
train-00001-of-00009.parquet,images/0291.png,masks/0291.png
train-00001-of-00009.parquet,images/0292.png,masks/0292.png
train-00001-of-00009.parquet,images/0293.png,masks/0293.png
train-00001-of-00009.parquet,images/0294.png,masks/0294.png
train-00001-of-00009.parquet,images/0295.png,masks/0295.png
train-00001-of-00009.parquet,images/0296.png,masks/0296.png
train-00001-of-00009.parquet,images/0297.png,masks/0297.png
train-00001-of-00009.parquet,images/0298.png,masks/0298.png
train-00001-of-00009.parquet,images/0299.png,masks/0299.png
train-00001-of-00009.parquet,images/0300.png,masks/0300.png
train-00001-of-00009.parquet,images/0301.png,masks/0301.png
train-00001-of-00009.parquet,images/0302.png,masks/0302.png
train-00001-of-00009.parquet,images/0303.png,masks/0303.png
train-00001-of-00009.parquet,images/0304.png,masks/0304.png
train-00001-of-00009.parquet,images/0305.png,masks/0305.png
train-00001-of-00009.parquet,images/0306.png,masks/0306.png
train-00001-of-00009.parquet,images/0307.png,masks/0307.png
train-00001-of-00009.parquet,images/0308.png,masks/0308.png
train-00001-of-00009.parquet,images/0309.png,masks/0309.png
train-00001-of-00009.parquet,images/0310.png,masks/0310.png
train-00001-of-00009.parquet,images/0311.png,masks/0311.png
train-00001-of-00009.parquet,images/0312.png,masks/0312.png
train-00001-of-00009.parquet,images/0313.png,masks/0313.png
train-00001-of-00009.parquet,images/0314.png,masks/0314.png
train-00001-of-00009.parquet,images/0315.png,masks/0315.png
train-00001-of-00009.parquet,images/0316.png,masks/0316.png
train-00001-of-00009.parquet,images/0317.png,masks/0317.png
train-00001-of-00009.parquet,images/0318.png,masks/0318.png
train-00001-of-00009.parquet,images/0319.png,masks/0319.png
train-00001-of-00009.parquet,images/0320.png,masks/0320.png
train-00001-of-00009.parquet,images/0321.png,masks/0321.png
train-00001-of-00009.parquet,images/0322.png,masks/0322.png
train-00001-of-00009.parquet,images/0323.png,masks/0323.png
train-00001-of-00009.parquet,images/0324.png,masks/0324.png
train-00001-of-00009.parquet,images/0325.png,masks/0325.png
train-00001-of-00009.parquet,images/0326.png,masks/0326.png
train-00001-of-00009.parquet,images/0327.png,masks/0327.png
train-00001-of-00009.parquet,images/0328.png,masks/0328.png
train-00001-of-00009.parquet,images/0329.png,masks/0329.png
train-00001-of-00009.parquet,images/0330.png,masks/0330.png
train-00001-of-00009.parquet,images/0331.png,masks/0331.png
train-00001-of-00009.parquet,images/0332.png,masks/0332.png
train-00001-of-00009.parquet,images/0333.png,masks/0333.png
train-00001-of-00009.parquet,images/0334.png,masks/0334.png
train-00001-of-00009.parquet,images/0335.png,masks/0335.png
train-00001-of-00009.parquet,images/0336.png,masks/0336.png
train-00001-of-00009.parquet,images/0337.png,masks/0337.png
train-00001-of-00009.parquet,images/0338.png,masks/0338.png
train-00001-of-00009.parquet,images/0339.png,masks/0339.png
train-00001-of-00009.parquet,images/0340.png,masks/0340.png
train-00001-of-00009.parquet,images/0341.png,masks/0341.png
train-00001-of-00009.parquet,images/0342.png,masks/0342.png
train-00001-of-00009.parquet,images/0343.png,masks/0343.png
train-00001-of-00009.parquet,images/0344.png,masks/0344.png
train-00001-of-00009.parquet,images/0345.png,masks/0345.png
train-00001-of-00009.parquet,images/0346.png,masks/0346.png
train-00001-of-00009.parquet,images/0347.png,masks/0347.png
train-00001-of-00009.parquet,images/0348.png,masks/0348.png
train-00001-of-00009.parquet,images/0349.png,masks/0349.png
train-00001-of-00009.parquet,images/0350.png,masks/0350.png
train-00001-of-00009.parquet,images/0351.png,masks/0351.png
train-00001-of-00009.parquet,images/0352.png,masks/0352.png
train-00001-of-00009.parquet,images/0353.png,masks/0353.png
train-00001-of-00009.parquet,images/0354.png,masks/0354.png
train-00001-of-00009.parquet,images/0355.png,masks/0355.png
train-00001-of-00009.parquet,images/0356.png,masks/0356.png
train-00001-of-00009.parquet,images/0357.png,masks/0357.png
train-00001-of-00009.parquet,images/0358.png,masks/0358.png
train-00001-of-00009.parquet,images/0359.png,masks/0359.png
train-00001-of-00009.parquet,images/0360.png,masks/0360.png
train-00001-of-00009.parquet,images/0361.png,masks/0361.png
train-00001-of-00009.parquet,images/0362.png,masks/0362.png
train-00001-of-00009.parquet,images/0363.png,masks/0363.png
train-00001-of-00009.parquet,images/0364.png,masks/0364.png
train-00001-of-00009.parquet,images/0365.png,masks/0365.png
train-00001-of-00009.parquet,images/0366.png,masks/0366.png
train-00001-of-00009.parquet,images/0367.png,masks/0367.png
train-00001-of-00009.parquet,images/0368.png,masks/0368.png
train-00001-of-00009.parquet,images/0369.png,masks/0369.png
train-00001-of-00009.parquet,images/0370.png,masks/0370.png
train-00001-of-00009.parquet,images/0371.png,masks/0371.png
train-00001-of-00009.parquet,images/0372.png,masks/0372.png
train-00001-of-00009.parquet,images/0373.png,masks/0373.png
train-00001-of-00009.parquet,images/0374.png,masks/0374.png
train-00001-of-00009.parquet,images/0375.png,masks/0375.png
train-00001-of-00009.parquet,images/0376.png,masks/0376.png
train-00001-of-00009.parquet,images/0377.png,masks/0377.png
train-00001-of-00009.parquet,images/0378.png,masks/0378.png
train-00001-of-00009.parquet,images/0379.png,masks/0379.png
train-00001-of-00009.parquet,images/0380.png,masks/0380.png
train-00001-of-00009.parquet,images/0381.png,masks/0381.png
train-00001-of-00009.parquet,images/0382.png,masks/0382.png
train-00001-of-00009.parquet,images/0383.png,masks/0383.png
train-00001-of-00009.parquet,images/0384.png,masks/0384.png
train-00001-of-00009.parquet,images/0385.png,masks/0385.png
train-00001-of-00009.parquet,images/0386.png,masks/0386.png
train-00001-of-00009.parquet,images/0387.png,masks/0387.png
train-00001-of-00009.parquet,images/0388.png,masks/0388.png
train-00001-of-00009.parquet,images/0389.png,masks/0389.png
train-00001-of-00009.parquet,images/0390.png,masks/0390.png
train-00001-of-00009.parquet,images/0391.png,masks/0391.png
train-00001-of-00009.parquet,images/0392.png,masks/0392.png
train-00001-of-00009.parquet,images/0393.png,masks/0393.png
train-00001-of-00009.parquet,images/0394.png,masks/0394.png
train-00001-of-00009.parquet,images/0395.png,masks/0395.png
train-00001-of-00009.parquet,images/0396.png,masks/0396.png
train-00001-of-00009.parquet,images/0397.png,masks/0397.png
train-00001-of-00009.parquet,images/0398.png,masks/0398.png
train-00001-of-00009.parquet,images/0399.png,masks/0399.png
train-00001-of-00009.parquet,images/0400.png,masks/0400.png
train-00001-of-00009.parquet,images/0401.png,masks/0401.png
train-00001-of-00009.parquet,images/0402.png,masks/0402.png
train-00001-of-00009.parquet,images/0403.png,masks/0403.png
train-00001-of-00009.parquet,images/0404.png,masks/0404.png
train-00001-of-00009.parquet,images/0405.png,masks/0405.png
train-00001-of-00009.parquet,images/0406.png,masks/0406.png
train-00001-of-00009.parquet,images/0407.png,masks/0407.png
train-00001-of-00009.parquet,images/0408.png,masks/0408.png
train-00001-of-00009.parquet,images/0409.png,masks/0409.png
train-00001-of-00009.parquet,images/0410.png,masks/0410.png
train-00001-of-00009.parquet,images/0411.png,masks/0411.png
train-00001-of-00009.parquet,images/0412.png,masks/0412.png
train-00001-of-00009.parquet,images/0413.png,masks/0413.png
train-00001-of-00009.parquet,images/0414.png,masks/0414.png
train-00001-of-00009.parquet,images/0415.png,masks/0415.png
train-00001-of-00009.parquet,images/0416.png,masks/0416.png
train-00001-of-00009.parquet,images/0417.png,masks/0417.png
train-00001-of-00009.parquet,images/0418.png,masks/0418.png
train-00001-of-00009.parquet,images/0419.png,masks/0419.png
train-00001-of-00009.parquet,images/0420.png,masks/0420.png
train-00001-of-00009.parquet,images/0421.png,masks/0421.png
train-00001-of-00009.parquet,images/0422.png,masks/0422.png
train-00001-of-00009.parquet,images/0423.png,masks/0423.png
train-00001-of-00009.parquet,images/0424.png,masks/0424.png
train-00001-of-00009.parquet,images/0425.png,masks/0425.png
train-00001-of-00009.parquet,images/0426.png,masks/0426.png
train-00001-of-00009.parquet,images/0427.png,masks/0427.png
train-00001-of-00009.parquet,images/0428.png,masks/0428.png
train-00001-of-00009.parquet,images/0429.png,masks/0429.png
train-00001-of-00009.parquet,images/0430.png,masks/0430.png
train-00001-of-00009.parquet,images/0431.png,masks/0431.png
train-00001-of-00009.parquet,images/0432.png,masks/0432.png
train-00001-of-00009.parquet,images/0433.png,masks/0433.png
train-00001-of-00009.parquet,images/0434.png,masks/0434.png
train-00001-of-00009.parquet,images/0435.png,masks/0435.png
train-00001-of-00009.parquet,images/0436.png,masks/0436.png
train-00001-of-00009.parquet,images/0437.png,masks/0437.png
train-00001-of-00009.parquet,images/0438.png,masks/0438.png
train-00001-of-00009.parquet,images/0439.png,masks/0439.png
train-00001-of-00009.parquet,images/0440.png,masks/0440.png
train-00001-of-00009.parquet,images/0441.png,masks/0441.png
train-00001-of-00009.parquet,images/0442.png,masks/0442.png
train-00001-of-00009.parquet,images/0443.png,masks/0443.png
train-00001-of-00009.parquet,images/0444.png,masks/0444.png
train-00001-of-00009.parquet,images/0445.png,masks/0445.png
train-00001-of-00009.parquet,images/0446.png,masks/0446.png
train-00001-of-00009.parquet,images/0447.png,masks/0447.png
train-00001-of-00009.parquet,images/0448.png,masks/0448.png
train-00001-of-00009.parquet,images/0449.png,masks/0449.png
train-00001-of-00009.parquet,images/0450.png,masks/0450.png
train-00001-of-00009.parquet,images/0451.png,masks/0451.png
train-00001-of-00009.parquet,images/0452.png,masks/0452.png
train-00001-of-00009.parquet,images/0453.png,masks/0453.png
train-00001-of-00009.parquet,images/0454.png,masks/0454.png
train-00001-of-00009.parquet,images/0455.png,masks/0455.png
train-00001-of-00009.parquet,images/0456.png,masks/0456.png
train-00001-of-00009.parquet,images/0457.png,masks/0457.png
train-00001-of-00009.parquet,images/0458.png,masks/0458.png
train-00001-of-00009.parquet,images/0459.png,masks/0459.png
train-00001-of-00009.parquet,images/0460.png,masks/0460.png
train-00001-of-00009.parquet,images/0461.png,masks/0461.png
train-00001-of-00009.parquet,images/0462.png,masks/0462.png
train-00001-of-00009.parquet,images/0463.png,masks/0463.png
train-00001-of-00009.parquet,images/0464.png,masks/0464.png
train-00001-of-00009.parquet,images/0465.png,masks/0465.png
train-00001-of-00009.parquet,images/0466.png,masks/0466.png
train-00001-of-00009.parquet,images/0467.png,masks/0467.png
train-00001-of-00009.parquet,images/0468.png,masks/0468.png
train-00001-of-00009.parquet,images/0469.png,masks/0469.png
train-00001-of-00009.parquet,images/0470.png,masks/0470.png
train-00001-of-00009.parquet,images/0471.png,masks/0471.png
train-00001-of-00009.parquet,images/0472.png,masks/0472.png
train-00001-of-00009.parquet,images/0473.png,masks/0473.png
train-00001-of-00009.parquet,images/0474.png,masks/0474.png
train-00001-of-00009.parquet,images/0475.png,masks/0475.png
train-00001-of-00009.parquet,images/0476.png,masks/0476.png
train-00001-of-00009.parquet,images/0477.png,masks/0477.png
train-00001-of-00009.parquet,images/0478.png,masks/0478.png
train-00001-of-00009.parquet,images/0479.png,masks/0479.png
train-00001-of-00009.parquet,images/0480.png,masks/0480.png
train-00001-of-00009.parquet,images/0481.png,masks/0481.png
